,title,author,url,page_count,price,currently_reading_count,wanting_to_read_count,average_rating,amount_rating,publishing_year
945,"After You (Me Before You, #2)",Jojo Moyes,/book/show/27774596-after-you,352,,17300.0,231000.0,3.74,391690,2015
946,"Chasing Love (Dark Love, #1)",Kat T. Masen,/book/show/54256265-chasing-love,464,,13800.0,75700.0,3.63,38718,2020
947,"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins,/book/show/50336781-flames-of-chaos,563,,4864.0,66900.0,3.76,20772,2020
948,"John Dies at the End (John Dies at the End, #1)",David  Wong,/book/show/1857440.John_Dies_at_the_End,362,,5479.0,87800.0,3.87,77900,2007
949,Under the Dome (Hardcover),Stephen         King,/book/show/6320534-under-the-dome,1074,11.99,12700.0,232000.0,3.92,306021,2009
950,"Vera Wong's Unsolicited Advice for Murderers (Vera Wong, #1)",Jesse Q. Sutanto,/book/show/61827543-vera-wong-s-unsolicited-advice-for-murderers,339,,5199.0,187000.0,4.04,108986,2023
951,Honey & Spice (Hardcover),Bolu Babalola,/book/show/59088365-honey-spice,368,Unlimited,3825.0,86700.0,3.93,37050,2022
952,The Roughest Draft (Paperback),Emily Wibberley,/book/show/57933316-the-roughest-draft,317,12.99,1312.0,106000.0,3.58,53953,2022
953,Persuasion (Paperback),Jane Austen,/book/show/2156.Persuasion,249,1.99,29200.0,630000.0,4.15,719447,1817
954,"Harlem Shuffle (Ray Carney, #1)",Colson Whitehead,/book/show/54626223-harlem-shuffle,318,12.99,9724.0,127000.0,3.74,73189,2021
955,"The Foxglove King (The Nightshade Crown, #1)",Hannah F. Whitten,/book/show/61237041-the-foxglove-king,467,,2936.0,130000.0,3.79,25293,2023
956,"All of Us Villains (All of Us Villains, #1)",Amanda Foody,/book/show/56179338-all-of-us-villains,400,,2660.0,124000.0,3.87,38493,2021
957,Josh and Hazel's Guide to Not Dating (Paperback),Christina Lauren,/book/show/40189670-josh-and-hazel-s-guide-to-not-dating,309,10.99,3891.0,160000.0,3.95,164864,2018
958,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,/book/show/52422311-neanderthal-seeks-human,372,,5353.0,43600.0,3.89,66582,2013
959,"Prodigy (Legend, #2)",Marie Lu,/book/show/16287469-prodigy,522,,7922.0,136000.0,4.23,268408,2013
960,A Short History of Nearly Everything (Paperback),Bill Bryson,/book/show/21.A_Short_History_of_Nearly_Everything,544,12.99,32600.0,542000.0,4.22,395134,2003
961,The 5 AM Club: Own Your Morning. Elevate Your Life (ebook),Robin S. Sharma,/book/show/37502596-the-5-am-club,336,11.99,27400.0,154000.0,3.73,96607,2018
962,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,/book/show/75712384-bonded-by-thorns,352,,7160.0,93700.0,3.96,40348,2023
963,My Lovely Wife (Hardcover),Samantha  Downing,/book/show/39796904-my-lovely-wife,390,12.99,8895.0,197000.0,3.84,149423,2019
964,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,/book/show/11408650-the-unbecoming-of-mara-dyer,456,,3456.0,278000.0,4.02,186078,2011
965,"When in Rome (When in Rome, #1)",Sarah       Adams,/book/show/60092579-when-in-rome,320,,4299.0,223000.0,3.9,135493,2022
966,"Witches Steeped in Gold (Witches Steeped in Gold, #1)",Ciannon Smart,/book/show/51813582-witches-steeped-in-gold,544,,952.0,57500.0,3.2,5947,2021
967,"The Gilded Ones (Deathless, #1)",Namina Forna,/book/show/40024121-the-gilded-ones,432,,2645.0,182000.0,4.0,50924,2020
968,Room (Kindle Edition),Emma Donoghue,/book/show/31685789-room,321,Unlimited,10200.0,417000.0,4.08,813084,2010
969,"The Proposal (The Wedding Date, #2)",Jasmine Guillory,/book/show/37584991-the-proposal,325,,5863.0,88300.0,3.48,123234,2018
970,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,/book/show/52397.Parable_of_the_Sower,345,,18500.0,269000.0,4.21,184217,1993
971,We Have Always Lived in the Castle (Paperback),Shirley Jackson,/book/show/89724.We_Have_Always_Lived_in_the_Castle,146,1.99,7977.0,370000.0,3.93,241451,1962
972,"Powerless  (Chestnut Springs, #3)",Elsie Silver,/book/show/63031640-powerless,504,,15700.0,165000.0,4.07,235438,2023
973,Survive the Night (Hardcover),Riley Sager,/book/show/55628983-survive-the-night,336,5.99,4767.0,170000.0,3.52,144791,2021
974,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,/book/show/35074096-mythos,416,,25400.0,173000.0,4.26,134113,2017
975,One True Loves (Kindle Edition),Taylor Jenkins Reid,/book/show/27189194-one-true-loves,352,12.99,23800.0,546000.0,4.04,560377,2016
976,The Last Tale of the Flower Bride (Hardcover),Roshani Chokshi,/book/show/61150759-the-last-tale-of-the-flower-bride,289,12.99,1239.0,8235.0,3.71,24653,2023
977,Lovely War (Hardcover),Julie Berry,/book/show/44107480-lovely-war,471,8.99,3786.0,154000.0,4.23,60123,2019
978,Atonement (Paperback),Ian McEwan,/book/show/6867.Atonement,351,8.99,12100.0,393000.0,3.94,530686,2001
979,Tiny Beautiful Things: Advice from Dear Sugar (Paperback),Cheryl Strayed,/book/show/63193458-tiny-beautiful-things,400,9.99,15200.0,206000.0,4.16,129614,2012
980,"Tis the Season for Revenge (Seasons of Revenge, #1)",Morgan  Elizabeth,/book/show/61195387-tis-the-season-for-revenge,304,,5941.0,80400.0,3.93,85730,2022
981,"Sinner (Priest, #2)",Sierra Simone,/book/show/38233153-sinner,400,,5636.0,83700.0,3.94,56212,2018
982,Something Wicked This Way Comes (Mass Market Paperback),Ray Bradbury,/book/show/248596.Something_Wicked_This_Way_Comes,293,,6428.0,150000.0,3.91,136767,1962
983,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,/book/show/52857700-house-of-flame-and-shadow,835,,38100.0,390000.0,4.21,412776,2024
984,The Darkest Part of the Forest (Hardcover),Holly Black,/book/show/20958632-the-darkest-part-of-the-forest,328,Unlimited,3047.0,117000.0,3.87,80353,2015
985,"Sabriel (Abhorsen,  #1)",Garth Nix,/book/show/518848.Sabriel,491,,5312.0,162000.0,4.17,211199,1995
986,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,/book/show/9565548-grave-mercy,549,,2506.0,159000.0,3.89,106533,2012
987,"A Dowry of Blood (A Dowry of Blood, #1)",S.T. Gibson,/book/show/60521937-a-dowry-of-blood,292,Unlimited,3446.0,169000.0,3.99,68675,2021
988,"My Lady Jane (The Lady Janies, #1)",Cynthia Hand,/book/show/22840421-my-lady-jane,474,,3625.0,35400.0,4.02,66463,2016
989,Heart of Darkness (Paperback),Joseph Conrad,/book/show/4900.Heart_of_Darkness,188,6.49,19400.0,287000.0,3.43,523153,1899
990,"Crush (Crave, #2)",Tracy Wolff,/book/show/52778479-crush,704,,16800.0,93100.0,4.25,124572,2020
991,The Devil and the Dark Water (Hardcover),Stuart Turton,/book/show/51854625-the-devil-and-the-dark-water,463,Unlimited,4904.0,111000.0,3.84,55883,2020
992,"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,/book/show/42815556-spin-the-dawn,392,,2263.0,126000.0,3.98,59408,2019
993,"The Rage of Dragons (The Burning, #1)",Evan Winter,/book/show/41952489-the-rage-of-dragons,535,,5722.0,129000.0,4.31,37146,2017
994,"Hideaway (Devil's Night, #2)",Penelope Douglas,/book/show/29082755-hideaway,466,,15900.0,126000.0,4.04,143300,2017
995,I Fell in Love With Hope (Paperback),Lancali,/book/show/61713106-i-fell-in-love-with-hope,402,Unlimited,6429.0,170000.0,3.88,25778,2022
996,The Plague (Paperback),Albert Camus,/book/show/11989.The_Plague,308,13.99,23100.0,277000.0,4.02,274756,1947
997,Queenie (Hardcover),Candice Carty-Williams,/book/show/36586697-queenie,330,13.99,5682.0,192000.0,3.86,148480,2019
998,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,/book/show/18952341-the-grace-of-kings,640,,3630.0,90800.0,3.79,23226,2015
999,"Throne of the Fallen (Prince of Sin, #1)",Kerri Maniscalco,/book/show/73071451-throne-of-the-fallen,628,,5314.0,189000.0,4.07,44943,2023
1000,"The Awakening (The Dragon Heart Legacy, #1)",Nora Roberts,/book/show/49127421-the-awakening,435,,10700.0,59400.0,4.2,62016,2020
1001,The Bookish Life of Nina Hill (Kindle Edition),Abbi Waxman,/book/show/42379022-the-bookish-life-of-nina-hill,351,12.99,4320.0,118000.0,3.8,104876,2019
1002,Too Late (Kindle Edition),Colleen Hoover,/book/show/127555313-too-late,370,Unlimited,33900.0,272000.0,4.03,404097,2016
1003,"Only When It's Us (Bergman Brothers, #1)",Chloe Liese,/book/show/177704614-only-when-it-s-us,384,,2039.0,86300.0,3.94,50504,2020
1004,Stuck-Up Suit (ebook),Vi Keeland,/book/show/28477789-stuck-up-suit,245,,4885.0,30700.0,4.08,73141,2016
1005,Midnight in the Garden of Good and Evil (Paperback),John Berendt,/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,386,14.99,10300.0,174000.0,3.92,277696,1994
1006,"The Coven (Coven of Bones, #1)",Harper L. Woods,/book/show/75396525-the-coven,298,Unlimited,9418.0,141000.0,3.84,41802,2023
1007,"Collide (Off the Ice, #1)",Bal Khabra,/book/show/197306586-collide,395,4.99,5954.0,121000.0,3.82,71598,2023
1008,"Ordinary Monsters (The Talents Trilogy, #1)",J.M. Miro,/book/show/58725025-ordinary-monsters,672,,3622.0,111000.0,3.79,17209,2022
1009,The Memory Police (Hardcover),Yōko Ogawa,/book/show/37004370-the-memory-police,274,9.99,1019.0,37400.0,3.72,99097,1994
1010,"When Dimple Met Rishi (Dimple and Rishi, #1)",Sandhya Menon,/book/show/28458598-when-dimple-met-rishi,380,,1242.0,63500.0,3.68,54448,2017
1011,The Brothers Karamazov (Paperback),Fyodor Dostoevsky,/book/show/4934.The_Brothers_Karamazov,796,3.69,59600.0,664000.0,4.37,345055,1880
1012,Attachments (Hardcover),Rainbow Rowell,/book/show/8909152-attachments,323,9.99,4494.0,236000.0,3.87,202310,2011
1013,"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,/book/show/38819868-my-sister-the-serial-killer,226,11.99,7945.0,278000.0,3.66,307185,2018
1014,Light from Uncommon Stars (Hardcover),Ryka Aoki,/book/show/56179360-light-from-uncommon-stars,372,Unlimited,2172.0,90700.0,4.06,32527,2021
1015,Three Women (Hardcover),Lisa Taddeo,/book/show/42201100-three-women,306,13.99,15400.0,178000.0,3.72,154635,2019
1016,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,/book/show/41015038-my-best-friend-s-exorcism,337,9.99,4508.0,132000.0,3.94,120968,2016
1017,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,/book/show/23168277-the-sympathizer,371,,19600.0,179000.0,4.01,121993,2015
1018,"The Kill Order (The Maze Runner, #0.4)",James Dashner,/book/show/13089710-the-kill-order,327,,245.0,8397.0,3.71,235422,2012
1019,Haunted (Paperback),Chuck Palahniuk,/book/show/22288.Haunted,419,13.99,4485.0,97200.0,3.59,106273,2005
1020,"Just for the Summer (Part of Your World, #3)",Abby Jimenez,/book/show/195820807-just-for-the-summer,432,11.99,26500.0,484000.0,4.4,450918,2024
1021,Sea of Tranquility (Hardcover),Emily St. John Mandel,/book/show/58446227-sea-of-tranquility,259,11.99,11200.0,450000.0,4.07,252838,2022
1022,"Her Majesty's Royal Coven (Her Majesty's Royal Coven, #1)",Juno  Dawson,/book/show/59088433-her-majesty-s-royal-coven,448,,2224.0,72500.0,3.84,25652,2022
1023,This Is Where It Ends (Hardcover),Marieke Nijkamp,/book/show/24529123-this-is-where-it-ends,288,Unlimited,7694.0,170000.0,3.68,137786,2016
1024,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,/book/show/861326.The_Viscount_Who_Loved_Me,354,,28400.0,136000.0,4.0,421409,2000
1025,There There (Hardcover),Tommy Orange,/book/show/36692478-there-there,294,12.99,20600.0,243000.0,3.98,194672,2018
1026,"There Are No Saints (Sinners, #1)",Sophie Lark,/book/show/59009928-there-are-no-saints,378,,10100.0,134000.0,3.81,91993,2021
1027,Bridge of Clay (Hardcover),Markus Zusak,/book/show/7767276-bridge-of-clay,464,8.99,6359.0,81200.0,3.8,42750,2018
1028,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,/book/show/40864002-a-psalm-for-the-wild-built,160,,6421.0,183000.0,4.27,126867,2021
1029,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,/book/show/15863832-angelfall,288,,4118.0,280000.0,4.11,193250,2011
1030,The Library Book (Hardcover),Susan Orlean,/book/show/39507318-the-library-book,317,13.99,14700.0,188000.0,3.89,117596,2018
1031,"The Simple Wild (Wild, #1)",K.A. Tucker,/book/show/36373564-the-simple-wild,390,,4459.0,191000.0,4.3,129734,2018
1032,Sometimes I Lie (Paperback),Alice Feeney,/book/show/32326398-sometimes-i-lie,387,Unlimited,15200.0,313000.0,3.77,247068,2017
1033,"The Star-Touched Queen (The Star-Touched Queen, #1)",Roshani Chokshi,/book/show/25203675-the-star-touched-queen,342,,1034.0,83600.0,3.57,27628,2016
1034,Atlas Shrugged (Paperback),Ayn Rand,/book/show/662.Atlas_Shrugged,1168,7.99,26800.0,357000.0,3.69,394429,1957
1035,Greenlights (Hardcover),Matthew McConaughey,/book/show/52838315-greenlights,289,12.99,23200.0,233000.0,4.21,358450,2020
1036,"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,/book/show/50208350-the-happy-ever-after-playlist,401,,8452.0,170000.0,4.18,189144,2020
1037,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,/book/show/43822024-the-toll,625,,8826.0,107000.0,4.18,139401,2019
1038,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,/book/show/17934530-annihilation,195,,9469.0,215000.0,3.77,245563,2014
1039,Blindness (Kindle Edition),José Saramago,/book/show/40495148-blindness,349,,14900.0,270000.0,4.17,301124,1995
1040,"Faebound (Faebound, #1)",Saara El-Arifi,/book/show/157981739-faebound,386,,1754.0,117000.0,3.6,13751,2024
1041,Our Share of Night (Hardcover),Mariana Enríquez,/book/show/61111034-our-share-of-night,588,4.99,7456.0,145000.0,4.28,40868,2019
1042,History Is All You Left Me (ebook),Adam Silvera,/book/show/25014114-history-is-all-you-left-me,320,6.09,3912.0,166000.0,3.93,74666,2017
1043,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,/book/show/249747.Artemis_Fowl,396,,17200.0,206000.0,3.86,551325,2001
1044,The Turn of the Screw (Paperback),Henry James,/book/show/12948.The_Turn_of_the_Screw,121,1.99,8676.0,146000.0,3.39,160897,1898
1045,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,/book/show/8127.Anne_of_Green_Gables,320,3.99,26500.0,489000.0,4.31,1011907,1908
1046,The Candy House (Hardcover),Jennifer Egan,/book/show/58437521-the-candy-house,352,,9559.0,138000.0,3.64,61237,2022
1047,No Exit (Kindle Edition),Taylor  Adams,/book/show/35522836-no-exit,287,Unlimited,12600.0,243000.0,4.0,172151,2017
1048,The Heart's Invisible Furies (Hardcover),John Boyne,/book/show/33253215-the-heart-s-invisible-furies,582,14.99,14900.0,236000.0,4.51,173784,2017
1049,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,/book/show/17399160-snow-like-ashes,422,,1911.0,115000.0,3.88,68302,2014
1050,East of Eden (Paperback),John Steinbeck,/book/show/4406.East_of_Eden,601,,30600.0,699000.0,4.42,557632,1952
1051,"Marked (House of Night, #1)",P.C. Cast,/book/show/30183.Marked,306,,5905.0,174000.0,3.81,504104,2007
1052,"The Takeover (Miles High Club, #2)",T.L. Swan,/book/show/52276459-the-takeover,477,,16300.0,55000.0,4.41,116897,2020
1053,The Scorpio Races (Hardcover),Maggie Stiefvater,/book/show/10626594-the-scorpio-races,409,7.99,2059.0,97700.0,4.09,110789,2011
1054,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,/book/show/38619.Magic_Bites,261,,4450.0,116000.0,4.06,128315,2007
1055,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,/book/show/40605251-the-mists-of-avalon,1009,,6832.0,155000.0,4.13,208372,1982
1056,Radio Silence (Paperback),Alice Oseman,/book/show/25322449-radio-silence,496,2.99,4664.0,178000.0,4.19,116667,2016
1057,"The Library of the Dead (Edinburgh Nights, #1)",T.L. Huchu,/book/show/53205876-the-library-of-the-dead,330,,1471.0,54900.0,3.49,18105,2021
1058,Meddling Kids (Hardcover),Edgar Cantero,/book/show/32905343-meddling-kids,322,13.99,2409.0,52500.0,3.53,33362,2017
1059,"Grey (Fifty Shades as Told by Christian, #1)",E.L. James,/book/show/25644601-grey,576,,12700.0,97100.0,3.82,189891,2015
1060,"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,/book/show/21416690-the-invisible-library,329,,5126.0,87900.0,3.74,60987,2014
1061,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",Cora Reilly,/book/show/51525075-bound-by-honor,273,,5648.0,70400.0,3.78,110305,2014
1062,The Husband's Secret (Hardcover),Liane Moriarty,/book/show/17802724-the-husband-s-secret,396,12.99,25400.0,265000.0,3.95,687647,2015
1063,"Splintered (Splintered, #1)",A.G. Howard,/book/show/12558285-splintered,371,,2691.0,89300.0,3.9,64991,2013
1064,The Shack: Where Tragedy Confronts Eternity (Kindle Edition),William Paul Young,/book/show/40874325-the-shack,294,9.99,17900.0,230000.0,3.83,660259,2007
1065,Great Circle (Hardcover),Maggie Shipstead,/book/show/54976986-great-circle,608,14.99,9963.0,132000.0,4.11,71723,2021
1066,Hidden Figures (Paperback),Margot Lee Shetterly,/book/show/25953369-hidden-figures,349,14.99,11300.0,190000.0,3.97,107303,2016
1067,"The Way I Used to Be (The Way I Used to Be, #1)",Amber   Smith,/book/show/23546634-the-way-i-used-to-be,385,,8558.0,342000.0,4.14,172941,2016
1068,Highly Suspicious and Unfairly Cute (ebook),Talia Hibbert,/book/show/57370115-highly-suspicious-and-unfairly-cute,336,8.99,1655.0,76600.0,3.72,32177,2023
1069,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,/book/show/25526296-every-heart-a-doorway,176,,3088.0,172000.0,3.81,115206,2016
1070,"Untouchable (Untouchables, #1)",Sam Mariano,/book/show/40660802-untouchable,494,Unlimited,3677.0,20200.0,3.95,22483,2018
1071,All the Missing Girls (Kindle Edition),Megan Miranda,/book/show/23212667-all-the-missing-girls,396,13.99,9705.0,231000.0,3.73,220241,2016
1072,The Thirteenth Tale (Hardcover),Diane Setterfield,/book/show/40440.The_Thirteenth_Tale,406,13.99,10200.0,272000.0,3.98,317057,2006
1073,The Last Word (Hardcover),Taylor  Adams,/book/show/61767163-the-last-word,340,Unlimited,2353.0,108000.0,3.71,64435,2023
1074,Know My Name (ebook),Chanel Miller,/book/show/50196744-know-my-name,384,11.99,15500.0,342000.0,4.7,214516,2019
1075,Pageboy,Elliot Page,/book/show/60473073-pageboy,271,11.99,4756.0,81600.0,3.75,63374,2023
1076,"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich,/book/show/62987104-lady-of-darkness,525,,5704.0,82400.0,4.14,24034,2020
1077,White Teeth (Paperback),Zadie Smith,/book/show/3711.White_Teeth,448,12.99,9409.0,177000.0,3.79,162313,2000
1078,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change (Paperback),Stephen R. Covey,/book/show/36072.The_7_Habits_of_Highly_Effective_People,372,Unlimited,146000.0,911000.0,4.16,760684,1989
1079,Truly Madly Guilty (Kindle Edition),Liane Moriarty,/book/show/27831371-truly-madly-guilty,517,Unlimited,22800.0,253000.0,3.59,300039,2016
1080,"A Curious Beginning (Veronica Speedwell, #1)",Deanna Raybourn,/book/show/28186322-a-curious-beginning,339,,3821.0,89100.0,3.97,50813,2015
1081,Beauty Queens (Hardcover),Libba Bray,/book/show/9464733-beauty-queens,396,9.99,1024.0,74800.0,3.62,54775,2011
1082,"Quicksilver (Fae & Alchemy, #1)",Callie Hart,/book/show/212127083-quicksilver,588,Unlimited,25500.0,144000.0,4.46,59714,2024
1083,The Midnight Feast (Hardcover),Lucy Foley,/book/show/199743738-the-midnight-feast,354,14.99,11700.0,236000.0,3.63,75950,2024
1084,The Book of Two Ways (Hardcover),Jodi Picoult,/book/show/50265329-the-book-of-two-ways,416,9.99,19100.0,91200.0,3.66,100494,2020
1085,"King of Flesh and Bone (The Pale Court, #1)",Liv Zander,/book/show/58263040-king-of-flesh-and-bone,250,,3802.0,16300.0,3.66,11350,2022
1086,Animal Farm (Mass Market Paperback),George Orwell,/book/show/170448.Animal_Farm,141,5.99,48900.0,1000000.0,3.99,4026336,1945
1087,"The Doctor (Nashville Neighborhood, #1)",Nikki Sloane,/book/show/40702672-the-doctor,296,,3391.0,42400.0,3.45,37321,2018
1088,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,/book/show/33555224-thunderhead,504,,12000.0,114000.0,4.39,193820,2018
1089,The Woman in Me (Hardcover),Britney Spears,/book/show/63133205-the-woman-in-me,288,16.99,22800.0,230000.0,3.86,466082,2023
1090,"Welcome to the Dark Side (The Fallen Men, #2)",Giana Darling,/book/show/51480780-welcome-to-the-dark-side,526,,4125.0,30200.0,4.11,31681,2018
1091,"Warcross (Warcross, #1)",Marie Lu,/book/show/41014903-warcross,366,,4120.0,132000.0,4.13,117322,2017
1092,Eileen (Hardcover),Ottessa Moshfegh,/book/show/23453099-eileen,260,13.99,6597.0,163000.0,3.57,106777,2015
1093,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,/book/show/11381643-playing-for-keeps,330,,3282.0,91400.0,4.02,114639,2011
1094,The Silmarillion (Hardcover),J.R.R. Tolkien,/book/show/7332.The_Silmarillion,386,11.99,36500.0,246000.0,4.01,302951,1977
1095,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,/book/show/3682.A_Great_and_Terrible_Beauty,403,,2313.0,201000.0,3.8,223825,2003
1096,The Teacher (Paperback),Freida McFadden,/book/show/195967140-the-teacher,400,Unlimited,42700.0,320000.0,3.93,498203,2024
1097,Trick Mirror: Reflections on Self-Delusion (Hardcover),Jia Tolentino,/book/show/43126457-trick-mirror,303,4.99,9261.0,158000.0,4.04,73365,2019
1098,A Fragile Enchantment (Hardcover),Allison Saft,/book/show/127305900-a-fragile-enchantment,373,Unlimited,1429.0,75800.0,3.52,17997,2024
1099,Darling Venom (Paperback),Parker S. Huntington,/book/show/150304767-darling-venom,470,Unlimited,9437.0,109000.0,4.29,68313,2021
1100,Regretting You (Kindle Edition),Colleen Hoover,/book/show/44582454-regretting-you,363,Unlimited,54900.0,614000.0,4.12,654059,2019
1101,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,/book/show/6043781-blood-of-elves,398,,24400.0,154000.0,4.1,215929,1994
1102,"The Hook Up (Game On, 1)",Kristen Callihan,/book/show/203854079-the-hook-up,400,,174.0,1091.0,3.94,59348,2014
1103,"The Black Prism (Lightbringer, #1)",Brent Weeks,/book/show/7165300-the-black-prism,629,,6221.0,128000.0,4.23,125593,2010
1104,Ink Blood Sister Scribe (Hardcover),Emma Törzs,/book/show/62854842-ink-blood-sister-scribe,416,12.99,4217.0,153000.0,4.03,45026,2023
1105,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Hardcover),Marie Kondō,/book/show/22318578-the-life-changing-magic-of-tidying-up,213,,34200.0,327000.0,3.88,373112,2010
1106,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,/book/show/10429092-the-girl-of-fire-and-thorns,423,,2376.0,130000.0,3.78,82433,2011
1107,"The Tourist Attraction (Moose Springs, Alaska, #1)",Sarah Morgenthaler,/book/show/43352294-the-tourist-attraction,352,,2692.0,8071.0,3.52,35938,2020
1108,The Luminaries (Hardcover),Eleanor Catton,/book/show/17333230-the-luminaries,848,12.99,9628.0,148000.0,3.75,82063,2013
1109,A Visit from the Goon Squad (Hardcover),Jennifer Egan,/book/show/7331435-a-visit-from-the-goon-squad,274,,10900.0,164000.0,3.7,233518,2010
1110,"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,/book/show/43521785-bringing-down-the-duke,335,,3240.0,111000.0,3.94,85559,2019
1111,An American Marriage (Hardcover),Tayari Jones,/book/show/33590210-an-american-marriage,308,11.99,30100.0,308000.0,3.94,367849,2018
1112,How to Win Friends and Influence People (Paperback),Dale Carnegie,/book/show/4865.How_to_Win_Friends_and_Influence_People,288,14.99,83200.0,1000000.0,4.22,1023670,1936
1113,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,/book/show/30264.Dead_Witch_Walking,416,,4462.0,69900.0,4.04,126834,2004
1114,Extremely Loud & Incredibly Close (Paperback),Jonathan Safran Foer,/book/show/4588.Extremely_Loud_Incredibly_Close,326,14.99,10900.0,316000.0,3.97,425448,2005
1115,The Marriage Portrait (Hardcover),Maggie O'Farrell,/book/show/60353768-the-marriage-portrait,355,1.99,13300.0,231000.0,4.01,159484,2022
1116,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,/book/show/35965482-middlegame,492,,2729.0,98400.0,4.01,29865,2019
1117,The Chemist (Paperback),Stephenie Meyer,/book/show/32940867-the-chemist,521,9.99,7586.0,84100.0,3.76,94945,2016
1118,"The Goal (Off-Campus, #4)",Elle Kennedy,/book/show/32315591-the-goal,384,,9483.0,152000.0,3.91,264573,2016
1119,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,/book/show/7090447-the-red-pyramid,528,,16700.0,171000.0,4.1,404359,2010
1120,A Tree Grows in Brooklyn (Paperback),Betty  Smith,/book/show/14891.A_Tree_Grows_in_Brooklyn,496,Unlimited,18400.0,486000.0,4.3,477085,1943
1121,"Between Commitment and Betrayal (Hardy Billionaire Brothers, #1)",Shain Rose,/book/show/63130875-between-commitment-and-betrayal,384,,11000.0,63000.0,3.77,38088,2023
1122,The Hotel Nantucket (Hardcover),Elin Hilderbrand,/book/show/59227941-the-hotel-nantucket,416,9.99,21700.0,220000.0,4.06,260988,2022
1123,The Water Dancer (Hardcover),Ta-Nehisi Coates,/book/show/43982054-the-water-dancer,416,13.99,17900.0,191000.0,4.06,112461,2019
1124,The Little Friend (Paperback),Donna Tartt,/book/show/775346.The_Little_Friend,624,14.99,7801.0,89600.0,3.47,73126,2002
1125,Funny Story (Kindle Edition),Emily Henry,/book/show/194802722-funny-story,395,12.99,36000.0,620000.0,4.26,598574,2024
1126,"Hollow Kingdom (Hollow Kingdom, #1)",Kira Jane Buxton,/book/show/42839296-hollow-kingdom,308,,2680.0,52600.0,3.84,23638,2019
1127,"Distance (Beneath the Mask, #1)",Luna Mason,/book/show/84280995-distance,430,,8310.0,47300.0,3.89,35080,
1128,"House of Beating Wings (The Kingdom of Crows, #1)",Olivia Wildenstein,/book/show/58175788-house-of-beating-wings,490,,8593.0,93300.0,4.09,28254,2022
1129,The Cloisters (Hardcover),Katy Hays,/book/show/61054804-the-cloisters,312,13.99,5667.0,84700.0,3.41,61570,2022
1130,"Children of Virtue and Vengeance (Legacy of Orïsha, #2)",Tomi Adeyemi,/book/show/39122774-children-of-virtue-and-vengeance,404,,6000.0,115000.0,3.89,71925,2019
1131,The Upside of Falling (Hardcover),Alex Light,/book/show/45891343-the-upside-of-falling,288,Unlimited,5812.0,136000.0,3.61,112539,2020
1132,"Pieces of Her (Andrea Oliver, #1)",Karin Slaughter,/book/show/35887251-pieces-of-her,476,8.49,13000.0,113000.0,3.83,128739,2018
1133,"The Coppersmith Farmhouse (Jamison Valley, #1)",Devney Perry,/book/show/40600285-the-coppersmith-farmhouse,352,,3631.0,22300.0,3.75,27559,2017
