,title,author,url,page_count,price,currently_reading_count,wanting_to_read_count,average_rating,amount_rating,publishing_year
374,Wilder Girls (Hardcover),Rory Power,/book/show/42505366-wilder-girls,357,8.99,3833.0,177000.0,3.46,91960,2019
375,"War Storm (Red Queen, #4)",Victoria Aveyard,/book/show/27188596-war-storm,662,,12800.0,210000.0,3.82,177291,2018
376,Norwegian Wood (Paperback),Haruki Murakami,/book/show/11297.Norwegian_Wood,,,,,4.01,634805,1987
377,My Killer Vacation (ebook),Tessa Bailey,/book/show/60191114-my-killer-vacation,295,Unlimited,4823.0,157000.0,3.61,127050,2022
378,Life of Pi (Paperback),Yann Martel,/book/show/4214.Life_of_Pi,460,Unlimited,26300.0,798000.0,3.94,1657240,2001
379,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,390,,15700.0,678000.0,4.31,626060,2012
380,Alone With You in the Ether (Hardcover),Olivie Blake,/book/show/61126612-alone-with-you-in-the-ether,288,Unlimited,7889.0,,3.81,87687,2020
381,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue,528,,5251.0,179000.0,4.03,140317,2017
382,"Flawless (Chestnut Springs, #1)",Elsie Silver,/book/show/60755618-flawless,424,,31000.0,272000.0,4.06,362386,2022
383,The Four Winds (Hardcover),Kristin Hannah,/book/show/53138081-the-four-winds,464,11.99,47600.0,492000.0,4.3,741207,2021
384,"Fix Her Up (Hot & Hammered, #1)",Tessa Bailey,/book/show/39854434-fix-her-up,400,,5293.0,184000.0,3.6,165090,2019
385,"Boyfriend Material (London Calling, #1)",Alexis  Hall,/book/show/50225678-boyfriend-material,425,Unlimited,7773.0,204000.0,4.0,137322,2020
386,Turtles All the Way Down (Hardcover),John Green,/book/show/35504431-turtles-all-the-way-down,290,9.99,21600.0,479000.0,3.88,592448,2017
387,"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole,/book/show/59986018-the-book-of-azrael,572,Unlimited,14800.0,231000.0,4.13,56619,2022
388,The Idiot (Hardcover),Elif Batuman,/book/show/30962053-the-idiot,423,13.99,12200.0,219000.0,3.66,88231,2017
389,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,/book/show/16102004-beautiful-bastard,271,,5035.0,159000.0,3.91,212139,2013
390,"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,/book/show/33815781-the-wedding-date,317,,6477.0,182000.0,3.58,153184,2018
391,"Eat, Pray, Love (Paperback)",Elizabeth Gilbert,/book/show/19501.Eat_Pray_Love,368,11.99,28300.0,726000.0,3.63,1770957,2006
392,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,/book/show/6101138-wolf-hall,653,,26000.0,231000.0,3.91,215603,2009
393,Apples Never Fall (Hardcover),Liane Moriarty,/book/show/56143578-apples-never-fall,467,Unlimited,31400.0,254000.0,3.76,385302,2021
394,"Divergent (Divergent, #1)",Veronica Roth,/book/show/13335037-divergent,487,,44900.0,,4.14,4083886,2011
395,Carrie Soto Is Back (Hardcover),Taylor Jenkins Reid,/book/show/60435878-carrie-soto-is-back,384,12.99,21400.0,515000.0,4.21,574997,2022
396,"Black Ties & White Lies (Black Tie Billionaires, #1)",Kat Singleton,/book/show/63336417-black-ties-white-lies,418,,13000.0,81900.0,3.77,71546,2023
397,"Uglies (Uglies, #1)",Scott Westerfeld,/book/show/24770.Uglies,425,,12900.0,401000.0,3.85,676149,2005
398,"1Q84 (1Q84, #1-3)",Haruki Murakami,/book/show/10357575-1q84,944,13.99,34000.0,403000.0,3.96,332926,2009
399,Such a Fun Age (Hardcover),Kiley Reid,/book/show/43923951-such-a-fun-age,310,13.99,23300.0,473000.0,3.79,540332,2019
400,"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,/book/show/41945163-the-friend-zone,372,,15600.0,284000.0,3.91,251561,2019
401,"Moby-Dick or, The Whale (Paperback)",Herman Melville,/book/show/153747.Moby_Dick_or_The_Whale,720,0.99,56400.0,554000.0,3.55,574442,1851
402,"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,/book/show/58283080-hook-line-and-sinker,353,,9478.0,301000.0,3.91,384182,2022
403,"Pestilence (The Four Horsemen, #1)",Laura Thalassa,/book/show/123272656-pestilence,416,,9811.0,126000.0,3.89,101390,2018
404,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,/book/show/54513688-realm-breaker,576,,6941.0,169000.0,3.59,35887,2021
405,A Merry Little Meet Cute (Hardcover),Julie   Murphy,/book/show/60121411-a-merry-little-meet-cute,418,,2218.0,69200.0,3.36,53653,2022
406,Lincoln in the Bardo (Hardcover),George Saunders,/book/show/29906980-lincoln-in-the-bardo,368,13.99,16100.000000000002,187000.0,3.75,160171,2017
407,The Measure (Hardcover),Nikki Erlick,/book/show/58884736-the-measure,353,14.99,17100.0,283000.0,3.99,244107,2022
408,The Woman in Cabin 10 (Hardcover),Ruth Ware,/book/show/28187230-the-woman-in-cabin-10,341,12.99,22200.0,489000.0,3.73,649531,2016
409,"A Touch of Ruin (Hades x Persephone Saga, #2)",Scarlett St.  Clair,/book/show/53143734-a-touch-of-ruin,417,,11300.0,138000.0,3.8,158925,2020
410,"King of Battle and Blood (Adrian x Isolde, #1)",Scarlett St.  Clair,/book/show/56651967-king-of-battle-and-blood,391,,8686.0,187000.0,3.72,125421,2021
411,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (Paperback),David Grann,/book/show/193388249-killers-of-the-flower-moon,416,13.99,51000.0,372000.0,4.14,380124,2017
412,99 Percent Mine (Hardcover),Sally  Thorne,/book/show/36300625-99-percent-mine,352,12.49,3118.0,91300.0,3.35,86226,2019
413,"Legendary (Caraval, #2)",Stephanie Garber,/book/show/36329818-legendary,451,,17400.0,280000.0,4.14,306444,2018
414,Hello Beautiful (Kindle Edition),Ann Napolitano,/book/show/61771675-hello-beautiful,416,12.99,32299.999999999996,466000.0,4.16,378858,2023
415,"The Hurricane Wars (The Hurricane Wars, #1)",Thea Guanzon,/book/show/75668288-the-hurricane-wars,472,,3505.0,156000.0,3.66,25045,2023
416,"The Shining (The Shining, #1)",Stephen         King,/book/show/11588.The_Shining,497,,37100.0,943000.0,4.27,1539592,1977
417,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,/book/show/40132775-house-of-sky-and-breath,805,,49500.0,484000.0,4.47,556043,2022
418,Hamnet (Hardcover),Maggie O'Farrell,/book/show/43890641-hamnet,372,12.99,24000.0,312000.0,4.2,275394,2020
419,The Overstory (Paperback),Richard Powers,/book/show/40180098-the-overstory,502,9.48,42200.0,,4.12,167785,2018
420,Quiet: The Power of Introverts in a World That Can't Stop Talking (Hardcover),Susan Cain,/book/show/8520610-quiet,333,9.99,55200.0,843000.0,4.08,446138,2012
421,Marriage for One (Kindle Edition),Ella Maise,/book/show/45694898-marriage-for-one,520,Unlimited,6630.0,90300.0,3.86,98328,2019
422,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,/book/show/119322.The_Golden_Compass,399,,18800.0,,4.02,1549728,1995
423,"The Sweetest Oblivion (Made, #1)",Danielle Lori,/book/show/39083635-the-sweetest-oblivion,384,,16500.0,223000.0,4.03,277264,2018
424,"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,/book/show/86767939-terms-and-conditions,494,,14700.0,335000.0,4.12,381770,2022
425,The Nanny (Paperback),Lana Ferguson,/book/show/61530932-the-nanny,421,13.99,5242.0,126000.0,3.56,97033,2023
426,"The Sinner (L.O.R.D.S., #2)",Shantel Tessier,/book/show/62345210-the-sinner,640,Unlimited,19100.0,104000.0,4.04,93931,2022
427,Satan's Affair (Kindle Edition),H.D. Carlton,/book/show/57748116-satan-s-affair,180,Unlimited,15900.0,86100.0,3.71,92113,2021
428,Rock Paper Scissors (Hardcover),Alice Feeney,/book/show/56269064-rock-paper-scissors,294,Unlimited,27300.0,532000.0,3.92,485723,2021
429,The Familiar (Hardcover),Leigh Bardugo,/book/show/133286777-the-familiar,387,Unlimited,10200.0,255000.0,3.82,64205,2024
430,"A Not So Meet Cute (Cane Brothers, #1)",Meghan Quinn,/book/show/58995736-a-not-so-meet-cute,404,Unlimited,19100.0,173000.0,4.04,198662,2021
431,Pachinko (Kindle Edition),Min Jin Lee,/book/show/34051011-pachinko,496,11.99,46300.0,626000.0,4.33,505802,2017
432,Weyward (Paperback),Emilia Hart,/book/show/127280850-weyward,416,Unlimited,18000.0,440000.0,4.07,207082,2023
433,Ariadne (Hardcover),Jennifer Saint,/book/show/54860614-ariadne,308,Unlimited,8148.0,280000.0,3.8,125400,2021
434,"Fallen (Fallen, #1)",Lauren Kate,/book/show/6487308-fallen,464,,9912.0,,3.72,594758,2009
435,"King of Scars (King of Scars, #1)",Leigh Bardugo,/book/show/36307634-king-of-scars,511,,,6247.0,4.16,210956,2019
436,The School for Good Mothers (Hardcover),Jessamine Chan,/book/show/57846320-the-school-for-good-mothers,336,13.99,,188000.0,3.54,112625,2022
437,"Thinking, Fast and Slow (Hardcover)",Daniel Kahneman,/book/show/11468377-thinking-fast-and-slow,499,Unlimited,125000.0,1000000.0,4.18,518918,2011
438,"Insurgent (Divergent, #2)",Veronica Roth,/book/show/11735983-insurgent,525,,28300.0,337000.0,3.97,1534091,2012
439,"The Iron King (The Iron Fey, #1)",Julie Kagawa,/book/show/6644117-the-iron-king,363,,4112.0,290000.0,3.88,214654,2010
440,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,/book/show/76706470-heir-of-fire,576,,50200.0,395000.0,4.46,1061398,2014
441,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,/book/show/76705490-crown-of-midnight,420,,47400.0,412000.0,4.35,1214464,2013
442,The Lightning Thief (Percy Jackson and the Olympians #1),Rick Riordan,/book/show/28187.The_Lightning_Thief,377,,62000.0,,4.31,3133143,2005
443,"Delirium (Delirium, #1)",Lauren Oliver,/book/show/11614718-delirium,441,,9927.0,402000.0,3.95,470603,2011
444,Leave the World Behind (Hardcover),Rumaan Alam,/book/show/50358031-leave-the-world-behind,241,11.49,11200.0,154000.0,3.16,156077,2020
445,"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,/book/show/57815107-the-war-of-two-queens,628,,16700.0,225000.0,4.08,224003,2022
446,Behind Closed Doors (Hardcover),B.A. Paris,/book/show/29437949-behind-closed-doors,293,Unlimited,28300.0,554000.0,3.98,645189,2016
447,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared,396,,16400.0,162000.0,3.82,284588,2009
448,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,/book/show/53138099-finlay-donovan-is-killing-it,355,,9154.0,174000.0,4.01,185100,2021
449,The Summer of Broken Rules (Hardcover),K.L. Walther,/book/show/49259788-the-summer-of-broken-rules,386,Unlimited,20100.0,297000.0,3.91,227997,2021
450,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,/book/show/53310061-dial-a-for-aunties,299,,4248.0,172000.0,3.71,100850,2021
451,The Virgin Suicides (Paperback),Jeffrey Eugenides,/book/show/10956.The_Virgin_Suicides,250,Unlimited,126.0,1408.0,3.79,359961,1993
452,"Carve the Mark (Carve the Mark, #1)",Veronica Roth,/book/show/30117284-carve-the-mark,468,,5754.0,155000.0,3.78,91205,2017
453,The Book Eaters (Hardcover),Sunyi Dean,/book/show/58724745-the-book-eaters,298,2.99,3076.0,150000.0,3.64,44030,2022
454,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,/book/show/7235533-the-way-of-kings,1007,,54300.0,517000.0,4.66,531848,2010
455,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,/book/show/7171637-clockwork-angel,479,,15000.0,635000.0,4.31,843766,2010
456,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,/book/show/50531218-the-hawthorne-legacy,380,,19100.0,278000.0,4.2,475981,2021
457,The Master and Margarita (Paperback),Mikhail Bulgakov,/book/show/117833.The_Master_and_Margarita,372,9.99,31800.0,424000.0,4.29,368964,1967
458,"The Hazel Wood (The Hazel Wood, #1)",Melissa Albert,/book/show/34275232-the-hazel-wood,359,,4651.0,136000.0,3.56,97066,2018
459,American Dirt (Hardcover),Jeanine Cummins,/book/show/45046527-american-dirt,459,Unlimited,66600.0,409000.0,4.37,601912,2020
460,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,/book/show/10576365-the-darkest-minds,488,,10900.0,266000.0,4.16,196395,2012
461,Love in the Time of Serial Killers (ebook),Alicia Thompson,/book/show/59722215-love-in-the-time-of-serial-killers,336,11.99,2772.0,93900.0,3.31,53420,2022
462,A Clockwork Orange (Paperback),Anthony Burgess,/book/show/41817486-a-clockwork-orange,240,6.99,12700.0,735000.0,4.0,727347,1962
463,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,/book/show/13104080-unravel-me,461,,147.0,1402.0,4.13,601613,2013
464,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,/book/show/20758104-the-knife-of-never-letting-go,512,,7779.0,325000.0,3.97,197027,2008
465,"The Gunslinger (The Dark Tower, #1)",Stephen         King,/book/show/43615.The_Gunslinger,231,,22000.0,340000.0,3.92,624246,1982
466,The Unfortunate Side Effects of Heartbreak and Magic (Paperback),Breanne  Randall,/book/show/75532088-the-unfortunate-side-effects-of-heartbreak-and-magic,322,14.99,4209.0,117000.0,3.21,30419,2023
467,Sharp Objects (Paperback),Gillian Flynn,/book/show/18045891-sharp-objects,254,13.99,31300.0,772000.0,4.02,1092392,2006
468,Rebecca (ebook),Daphne du Maurier,/book/show/17899948-rebecca,449,10.99,20300.0,,4.24,649312,1938
469,Masters of Death (Kindle Edition),Olivie Blake,/book/show/38311338-masters-of-death,349,13.99,5719.0,114000.0,3.73,28596,2018
470,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood (Kindle Edition)",Gregg Olsen,/book/show/45299992-if-you-tell,431,Unlimited,114000.0,249000.0,3.99,287769,2019
471,"Girl, Woman, Other (Kindle Edition)",Bernardine Evaristo,/book/show/41081373-girl-woman-other,453,8.67,,13600.0,4.28,241039,2019
472,"Love, Theoretically (Paperback)",Ali Hazelwood,/book/show/61326735-love-theoretically,389,6.99,13500.0,489000.0,4.1,460670,2023
473,Maybe You Should Talk to Someone (Hardcover),Lori Gottlieb,/book/show/37570546-maybe-you-should-talk-to-someone,415,Unlimited,45100.0,438000.0,4.38,345902,2019
474,"Neuromancer (Sprawl, #1)",William Gibson,/book/show/6088007-neuromancer,268,,19700.0,316000.0,3.89,335964,1984
475,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,/book/show/32075671-the-hate-u-give,454,,35500.0,939000.0,4.47,931077,2017
476,Milkman (Kindle Edition),Anna Burns,/book/show/36047860-milkman,352,Unlimited,10800.0,78200.0,3.53,63565,2018
477,"A Fate Inked in Blood (Saga of the Unfated, #1)",Danielle L. Jensen,/book/show/165940202-a-fate-inked-in-blood,432,,7800.0,304000.0,3.98,91844,2024
478,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,/book/show/5043.The_Pillars_of_the_Earth,976,,33100.0,486000.0,4.34,779100,1989
479,"A Study in Drowning (A Study in Drowning, #1)",Ava Reid,/book/show/75302266-a-study-in-drowning,378,12.99,3935.0,217000.0,3.78,56816,2023
480,"The Atlas Paradox (The Atlas, #2)",Olivie Blake,/book/show/57912066-the-atlas-paradox,397,,7248.0,132000.0,3.55,61738,2022
481,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,/book/show/8908.World_War_Z,342,7.99,15800.0,327000.0,4.02,536113,2006
482,Into the Water (Hardcover),Paula Hawkins,/book/show/33151805-into-the-water,386,14.99,23100.0,381000.0,3.59,398581,2017
483,That Sik Luv (Kindle Edition),Jescie Hall,/book/show/122753589-that-sik-luv,496,Unlimited,9336.0,66800.0,4.02,43320,2023
484,Seven Days in June (Hardcover),Tia Williams,/book/show/55648820-seven-days-in-june,336,11.99,10500.0,347000.0,4.02,173939,2021
485,The House Across the Lake (Kindle Edition),Riley Sager,/book/show/58909880-the-house-across-the-lake,369,7.99,17000.0,378000.0,3.6,307068,2022
486,A Certain Hunger (Audible Audio),Chelsea G. Summers,/book/show/44294655-a-certain-hunger,Audible,10.99,5897.0,170000.0,3.77,46880,2019
487,When No One Is Watching (Paperback),Alyssa Cole,/book/show/49398072-when-no-one-is-watching,352,12.49,8162.0,190000.0,3.49,100301,2020
488,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,/book/show/14061957-ruin-and-rising,350,,14400.0,273000.0,3.99,543713,2014
489,"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,/book/show/61681786-final-offer,583,,14500.0,320000.0,4.22,247214,2023
490,Reminders of Him (Kindle Edition),Colleen Hoover,/book/show/58341222-reminders-of-him,335,Unlimited,3282.0,963000.0,4.37,1319077,2022
491,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,/book/show/15749186-to-all-the-boys-i-ve-loved-before,355,,19700.0,671000.0,4.04,938248,2014
492,"The Blade Itself (The First Law, #1)",Joe Abercrombie,/book/show/944073.The_Blade_Itself,515,,16200.0,272000.0,4.21,261089,2006
493,The Idea of You (Paperback),Robinne Lee,/book/show/31450913-the-idea-of-you,372,Unlimited,17500.0,151000.0,3.77,147693,2017
494,The Ocean at the End of the Lane (Paperback),Neil Gaiman,/book/show/18505792-the-ocean-at-the-end-of-the-lane,195,5.49,15000.0,523000.0,4.02,634443,2013
495,"Ruthless Vows (Letters of Enchantment, #2)",Rebecca   Ross,/book/show/127280062-ruthless-vows,420,,22700.0,270000.0,4.04,257403,2023
496,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,/book/show/52772417-kingdom-of-the-cursed,437,,7495.0,175000.0,4.11,180585,2021
497,Kafka on the Shore (Paperback),Haruki Murakami,/book/show/4929.Kafka_on_the_Shore,467,12.99,33700.0,521000.0,4.13,489619,2002
498,"Daughter of the Pirate King (Daughter of the Pirate King, #1)",Tricia Levenseller,/book/show/33643994-daughter-of-the-pirate-king,308,,5726.0,313000.0,3.95,208411,2017
499,"The Passage (The Passage, #1)",Justin Cronin,/book/show/6690798-the-passage,784,,15200.0,188000.0,4.05,215111,2010
500,I Have Some Questions for You (Hardcover),Rebecca Makkai,/book/show/61053829-i-have-some-questions-for-you,438,1.99,8511.0,192000.0,3.61,117643,2023
501,Girl Wash your Face (Hardcover),Rachel Hollis,/book/show/35542451-girl-wash-your-face,240,,27500.0,156000.0,3.58,262714,2018
502,Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,/book/show/23848559-furiously-happy,329,11.99,9646.0,230000.0,3.9,167453,2015
503,"Spoiler Alert (Spoiler Alert, #1)",Olivia Dade,/book/show/53410266-spoiler-alert,393,,1970.0,90400.0,3.64,47665,2020
504,"Truth or Beard (Winston Brothers, #1)",Penny Reid,/book/show/23314731-truth-or-beard,390,,4705.0,42000.0,3.89,53276,2015
505,"Truthwitch (The Witchlands, #1)",Susan Dennard,/book/show/21414439-truthwitch,416,,2501.0,133000.0,3.85,52078,2016
506,11/22/63 (Hardcover),Stephen         King,/book/show/10644930-11-22-63,849,11.99,35100.0,516000.0,4.34,562990,2011
507,Tress of the Emerald Sea (Kindle Edition),Brandon Sanderson,/book/show/60531406-tress-of-the-emerald-sea,443,,14700.0,286000.0,4.39,159951,2023
508,"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,/book/show/58658940-the-final-gambit,400,,16000.0,278000.0,4.12,344409,2022
509,The Things We Leave Unfinished (Paperback),Rebecca Yarros,/book/show/53137938-the-things-we-leave-unfinished,448,Unlimited,28000.0,366000.0,4.3,203218,2021
510,The Dictionary of Lost Words (Paperback),Pip Williams,/book/show/49354511-the-dictionary-of-lost-words,384,13.99,15000.0,255000.0,4.03,154876,2020
511,We Need to Talk About Kevin (Paperback),Lionel Shriver,/book/show/80660.We_Need_to_Talk_About_Kevin,400,14.99,7774.0,218000.0,4.08,199515,2003
512,By a Thread (Kindle Edition),Lucy Score,/book/show/48677178-by-a-thread,584,Unlimited,25400.0,177000.0,4.09,151396,2020
513,Firekeeper’s Daughter (Hardcover),Angeline Boulley,/book/show/52346471-firekeeper-s-daughter,496,,8715.0,302000.0,4.33,168804,2021
514,The Last Thing He Told Me (Hardcover),Laura Dave,/book/show/54981009-the-last-thing-he-told-me,307,13.99,42500.0,773000.0,3.83,1005541,2021
515,The Ministry of Time (Hardcover),Kaliane Bradley,/book/show/199798179-the-ministry-of-time,341,14.99,9786.0,191000.0,3.62,52990,2024
516,"These Hollow Vows (These Hollow Vows, #1)",Lexi Ryan,/book/show/53422971-these-hollow-vows,448,,4384.0,229000.0,3.97,106949,2021
517,"Scarred (Never After, #2)",Emily McIntire,/book/show/59512586-scarred,447,,15800.0,171000.0,3.89,147516,2022
518,City of Girls (Hardcover),Elizabeth Gilbert,/book/show/42135029-city-of-girls,470,11.99,27100.0,291000.0,4.04,298838,2019
519,The Seven Year Slip (Paperback),Ashley Poston,/book/show/62926938-the-seven-year-slip,352,1.99,17100.0,,4.22,275154,2023
520,"Me Before You (Me Before You, #1)",Jojo Moyes,/book/show/17347634-me-before-you,369,,34100.0,905000.0,4.26,1677937,2012
521,My Grandmother Asked Me to Tell You She's Sorry (Hardcover),Fredrik Backman,/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry,372,13.99,18500.0,256000.0,4.07,253909,2013
522,The Count of Monte Cristo (Paperback),Alexandre Dumas,/book/show/7126.The_Count_of_Monte_Cristo,1276,9.99,69300.0,920000.0,4.3,938531,1844
523,"Pucked (Pucked, #1)",Helena Hunting,/book/show/24504274-pucked,380,,8580.0,77900.0,3.88,78236,2015
524,One Italian Summer (Hardcover),Rebecca Serle,/book/show/58438583-one-italian-summer,255,13.99,16700.0,263000.0,3.59,244628,2022
525,Love and Other Words (Hardcover),Christina Lauren,/book/show/36206591-love-and-other-words,432,10.99,20600.0,727000.0,4.25,644897,2018
526,To Love Jason Thorn (Kindle Edition),Ella Maise,/book/show/58762117-to-love-jason-thorn,428,Unlimited,5615.0,111000.0,3.77,115970,2015
527,"King of Pride (Kings of Sin, #2)",Ana Huang,/book/show/62994279-king-of-pride,358,,21400.0,225000.0,3.94,220591,2023
528,"A Tempest of Tea (Blood and Tea, #1)",Hafsah Faizal,/book/show/59406549-a-tempest-of-tea,338,,3003.0,141000.0,3.56,19493,2024
529,"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,/book/show/59918505-the-never-king,192,on,12500.0,134000.0,3.69,153256,2022
530,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,/book/show/16160797-the-cuckoo-s-calling,456,,25200.0,391000.0,3.89,593711,2013
531,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer (ebook),Michelle McNamara,/book/show/35068432-i-ll-be-gone-in-the-dark,352,Unlimited,18100.0,276000.0,4.12,245695,2018
532,The Very Secret Society of Irregular Witches (Paperback),Sangu Mandanna,/book/show/60018635-the-very-secret-society-of-irregular-witches,318,9.99,9735.0,355000.0,4.11,192658,2022
533,A Promised Land (ebook),Barack Obama,/book/show/55361205-a-promised-land,768,14.99,68600.0,421000.0,4.33,239668,2020
534,Everything I Never Told You (Hardcover),Celeste Ng,/book/show/18693763-everything-i-never-told-you,297,12.99,23000.0,520000.0,3.84,569437,2014
535,"Ruthless People (Ruthless People, #1)",J.J. McAvoy,/book/show/21839603-ruthless-people,511,,2627.0,40000.0,3.9,34650,2014
536,Starling House (Hardcover),Alix E. Harrow,/book/show/65213595-starling-house,308,14.99,7044.0,235000.0,3.83,95435,2023
537,The Wolf and the Woodsman (Hardcover),Ava Reid,/book/show/48915408-the-wolf-and-the-woodsman,448,14.49,1524.0,98600.0,3.53,25731,2021
538,Mad Honey (Hardcover),Jodi Picoult,/book/show/59912428-mad-honey,464,13.99,43000.0,423000.0,4.09,459065,2022
539,On the Road (Paperback),Jack Kerouac,/book/show/70401.On_the_Road,307,8.99,19400.0,313000.0,3.61,419791,1957
540,"The Housemaid (The Housemaid, #1)",Freida McFadden,/book/show/60556912-the-housemaid,329,,114000.0,923000.0,4.32,1532790,2022
541,Gothikana (Kindle Edition),RuNyx,/book/show/57426932-gothikana,456,Unlimited,4935.0,128000.0,3.84,65680,2021
542,Honey Girl (Kindle Edition),Morgan  Rogers,/book/show/49362138-honey-girl,283,11.99,2284.0,117000.0,3.67,43365,2021
543,Our Missing Hearts (Hardcover),Celeste Ng,/book/show/60149573-our-missing-hearts,335,14.99,16100.000000000002,269000.0,3.8,188409,2022
544,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,/book/show/52459864-iron-widow,394,,5391.0,208000.0,4.06,89875,2021
545,"The Young Elites (The Young Elites, #1)",Marie Lu,/book/show/20821111-the-young-elites,355,,4564.0,191000.0,3.87,138311,2014
546,"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,/book/show/58470171-kingdom-of-the-feared,417,,6535.0,143000.0,3.86,119011,2022
547,The Kite Runner (Paperback),Khaled Hosseini,/book/show/77203.The_Kite_Runner,371,13.99,47000.0,1000000.0,4.35,3227867,2003
548,Local Woman Missing (Paperback),Mary Kubica,/book/show/57361474-local-woman-missing,356,Unlimited,24200.0,445000.0,4.14,538527,2021
549,Thirteen Reasons Why (Hardcover),Jay Asher,/book/show/29844228-thirteen-reasons-why,352,10.99,21100.0,506000.0,3.84,987238,2007
550,The Fury (Hardcover),Alex Michaelides,/book/show/123206645-the-fury,298,Unlimited,10600.0,238000.0,3.38,147053,2024
551,"Witch King (The Rising World, #1)",Martha Wells,/book/show/61885085-witch-king,415,,3425.0,87400.0,3.71,18941,2023
552,Misery (Paperback),Stephen         King,/book/show/10614.Misery,370,9.99,14600.0,445000.0,4.23,758172,1987
553,101 Essays That Will Change The Way You Think (Kindle Edition),Brianna Wiest,/book/show/32998876-101-essays-that-will-change-the-way-you-think,450,9.99,34000.0,191000.0,3.75,52402,2016
554,The Club (Hardcover),Ellery Lloyd,/book/show/58536005-the-club,320,Unlimited,11900.0,98700.0,3.29,111111,2022
555,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,/book/show/153008.Kushiel_s_Dart,1040,,4202.0,74400.0,4.02,81480,2001
556,"Children of Fallen Gods (The War of Lost Hearts, #2)",Carissa Broadbent,/book/show/52617662-children-of-fallen-gods,636,,10700.0,59200.0,4.17,49144,2021
557,12 Rules for Life: An Antidote to Chaos (Hardcover),Jordan B. Peterson,/book/show/30257963-12-rules-for-life,409,,68100.0,315000.0,3.92,234311,2018
558,"Lovelight Farms (Lovelight, #1)",B.K. Borison,/book/show/122753311-lovelight-farms,332,,4033.0,156000.0,3.91,105486,2021
559,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,/book/show/52339313-cemetery-boys,344,Unlimited,4794.0,230000.0,4.27,96517,2020
560,"Life After Life (Todd Family, #1)",Kate Atkinson,/book/show/15790842-life-after-life,544,,11300.0,246000.0,3.78,231207,2013
561,Sadie (Hardcover),Courtney Summers,/book/show/34810320-sadie,308,Unlimited,3894.0,180000.0,4.04,122358,2018
562,"Practice Makes Perfect (When in Rome, #2)",Sarah       Adams,/book/show/61897968-practice-makes-perfect,335,,4676.0,255000.0,4.02,149228,2023
563,All Your Perfects (Paperback),Colleen Hoover,/book/show/38926487-all-your-perfects,305,,23000.0,415000.0,4.02,625931,2018
